M0:s X,M0:s Y
1.682819999999955,3.830215720861249e-05
1.682639999999955,3.82903905807078e-05
1.682459999999955,3.827862509072344e-05
1.682279999999955,3.826686073932319e-05
1.682099999999955,3.825509752716998e-05
1.681919999999955,3.824333545492617e-05
1.681739999999955,3.823157452325325e-05
1.681559999999955,3.821981473281214e-05
1.681379999999955,3.820805608426298e-05
1.681199999999955,3.819629857826521e-05
1.681019999999954,3.818454221547753e-05
1.680839999999954,3.817278699655798e-05
1.680659999999954,3.81610329221638e-05
1.680479999999954,3.814927999295165e-05
1.680299999999954,3.813752820957738e-05
1.680119999999954,3.812577757269612e-05
1.679939999999954,3.81140280829624e-05
1.679759999999954,3.810227974102992e-05
1.679579999999954,3.809053254755176e-05
1.679399999999954,3.807878650318028e-05
1.679219999999954,3.806704160856706e-05
1.679039999999954,3.805529786436308e-05
1.678859999999954,3.804355527121857e-05
1.678679999999954,3.803181382978302e-05
1.678499999999953,3.802007354070534e-05
1.678319999999953,3.800833440463355e-05
1.678139999999953,3.799659642221511e-05
1.677959999999953,3.798485959409682e-05
1.677779999999953,3.797312392092461e-05
1.677599999999953,3.796138940334386e-05
1.677419999999953,3.794965604199917e-05
1.677239999999953,3.793792383753448e-05
1.677059999999953,3.792619279059306e-05
1.676879999999953,3.791446290181743e-05
1.676699999999953,3.790273417184943e-05
1.676519999999953,3.789100660133021e-05
1.676339999999953,3.787928019090025e-05
1.676159999999953,3.786755494119935e-05
1.675979999999953,3.785583085286654e-05
1.675799999999952,3.784410792654019e-05
1.675619999999952,3.783238616285808e-05
1.675439999999952,3.782066556245714e-05
1.675259999999952,3.780894612597374e-05
1.675079999999952,3.779722785404349e-05
1.674899999999952,3.778551074730136e-05
1.674719999999952,3.777379480638161e-05
1.674539999999952,3.776208003191776e-05
1.674359999999952,3.775036642454277e-05
1.674179999999952,3.773865398488883e-05
1.673999999999952,3.772694271358742e-05
1.673819999999952,3.771523261126947e-05
1.673639999999952,3.770352367856507e-05
1.673459999999952,3.769181591610372e-05
1.673279999999951,3.768010932451426e-05
1.673099999999951,3.766840390442473e-05
1.672919999999951,3.765669965646264e-05
1.672739999999951,3.764499658125476e-05
1.672559999999951,3.763329467942713e-05
1.672379999999951,3.762159395160525e-05
1.672199999999951,3.760989439841376e-05
1.672019999999951,3.759819602047678e-05
1.671839999999951,3.758649881841771e-05
1.671659999999951,3.757480279285924e-05
1.671479999999951,3.756310794442341e-05
1.671299999999951,3.755141427373165e-05
1.671119999999951,3.753972178140462e-05
1.670939999999951,3.752803046806236e-05
1.670759999999951,3.751634033432423e-05
1.67057999999995,3.750465138080897e-05
1.67039999999995,3.749296360813457e-05
1.67021999999995,3.74812770169184e-05
1.67003999999995,3.74695916077772e-05
1.66985999999995,3.745790738132696e-05
1.66967999999995,3.744622433818309e-05
1.66949999999995,3.743454247896026e-05
1.66931999999995,3.742286180427255e-05
1.66913999999995,3.74111823147333e-05
1.66895999999995,3.739950401095523e-05
1.66877999999995,3.738782689355046e-05
1.66859999999995,3.737615096313035e-05
1.66841999999995,3.736447622030569e-05
1.66823999999995,3.73528026656865e-05
1.668059999999949,3.734113029988225e-05
1.667879999999949,3.732945912350172e-05
1.667699999999949,3.731778913715299e-05
