I0.phi_s X,I0.phi_s Y
0.005399442290082381,7.533157978655495e-05
0.005399442351895841,0.0001060953930217951
0.005399442412951594,0.0001652180447466312
0.005399442445815694,0.0002213347898915831
0.005399442478545485,0.0003100305254720183
0.00539944250641495,0.0004253367270068906
0.005399442532281373,0.0005598565836832485
0.005399442567028938,0.0007692862851303476
0.005399442613093117,0.001072213160929208
0.005399442651264214,0.001339331073238728
0.005399442686532955,0.001527336632809617
0.005399442719457644,0.001456372788430979
0.005399442730530281,0.00133893301702517
0.005399442742334072,0.001136926260779224
0.005399442753426194,0.0009063209336027642
0.005399442767934861,0.0006341624969054417
0.005399442782871029,0.0004383038651133809
0.0053994427955744,0.0003368179004132454
0.005399442809210995,0.0002703037551631348
0.005399442825591318,0.0002195917239670372
0.00539944284626118,0.0001759572759897745
0.005399442872860574,0.0001356875039263574
0.005399442905685081,9.989325533015077e-05
0.005399442944614532,6.942955616876731e-05
0.005399442990454163,4.306116601338292e-05
0.00539944304517748,1.969370973604859e-05
0.005399443109450178,1.927931144237838e-06
0.005399443178422894,-6.141702800332772e-06
0.005399443249539946,-7.241054773381681e-06
0.005399443331346608,-6.116717288707025e-06
0.005399443412831204,-5.258560145240344e-06
0.005399443502654932,-5.612235213928526e-06
0.005399443594291041,-6.418409776122797e-06
0.00539944368682265,-6.803639140293455e-06
0.005399443780580523,-6.777136966900423e-06
0.00539944388932165,-6.586145653330677e-06
0.005399444025975787,-6.353896912761316e-06
0.005399444195695183,-6.070322224741492e-06
0.005399444396497588,-5.716688398308364e-06
0.005399444629270314,-5.296566762552473e-06
0.005399444902502192,-4.815262369606591e-06
0.005399445228130413,-4.275606563323133e-06
0.005399445620253293,-3.683544289625351e-06
0.005399446097825644,-3.050994190021978e-06
0.005399446689366866,-2.396469915263099e-06
0.005399447437262045,-1.748863498126012e-06
0.00539944839454427,-1.154002132761506e-06
0.005399449478194392,-7.154490266884502e-07
0.005399450806131069,-3.92682699577328e-07
0.005399452336263831,-1.923541162995212e-07
0.005399453672148212,-1.03798361481854e-07
0.005399455046288686,-5.478763818212945e-08
0.005399456677190427,-2.334448537646425e-08
0.005399458449331788,-5.191484505983086e-09
0.005399460420946364,5.592819532459571e-09
0.005399462748827406,1.222181283441955e-08
0.005399465635417269,1.605276423943673e-08
0.005399469141657954,1.773771763718712e-08
0.005399473460721378,1.808619249188652e-08
0.005399478758414933,1.780106502478804e-08
0.005399485256660779,1.739719805927667e-08
0.005399493202020829,1.712038810863335e-08
0.005399502886436577,1.700152142180132e-08
0.00539951464548336,1.697888434907955e-08
0.005399528873671268,1.699158247147771e-08
0.005399546045800105,1.700933651039922e-08
0.00539956677381377,1.702408986443601e-08
0.005399591964456689,1.703637626500065e-08
0.005399623050234668,1.704813188838168e-08
0.005399660642289137,1.705984803812708e-08
0.005399701187935447,1.70699074442667e-08
0.005399737336724493,1.707667376195778e-08
0.005399773211947224,1.708148542041961e-08
0.005399822166635906,1.70854800423807e-08
0.005399871083317954,1.708707329697971e-08
0.005399920000000001,1.708680303133688e-08
0.00539992760562996,1.708658495864143e-08
0.00539993570365822,1.708633054965066e-08
0.005399946468054484,1.708594700656777e-08
0.005399967996847012,1.708502338204961e-08
0.005400011054432069,1.708264902532231e-08
0.005400097169602182,1.707643056259618e-08
0.005400269399942407,1.706143738239124e-08
0.005400613860622859,1.703292175595019e-08
0.005401302781983762,1.699928214769516e-08
0.005402000000000001,1.699026251164084e-08
0.00540203,1.699038232519368e-08
0.005402060414187855,1.699083400007394e-08
0.005402117258530994,1.699096256111287e-08
0.005402230947217272,1.699404889744274e-08
0.005402266539372158,1.702323532858361e-08
0.005402314324527744,1.708028635839762e-08
0.005402354689367241,1.712217761581765e-08
0.005402391553281604,1.717581460592549e-08
0.005402427233701567,1.73702274843306e-08
0.005402440378061527,1.799014163669434e-08
0.005402454263040652,1.852611487673186e-08
0.005402458925025096,2.094704306398197e-08
0.005402464223542445,1.970251483132878e-08
0.005402466464238225,2.03746291889343e-08
0.005402468740700778,-1.334280177110401e-08
0.005402470858380526,-2.065621344585731e-07
0.005402472692715996,-1.323382527398825e-06
0.005402474345328414,-7.005165624193302e-06
0.005402475999051253,-2.792089241726252e-05
0.005402477359494664,-6.267599923566942e-05
0.005402478484420526,-0.0001019748914790341
0.005402479000685399,-0.0001298128950604997
0.005402479521601456,-0.0001661292569093223
0.005402479765681896,-0.0001909691014897261
0.005402480014062286,-0.0002219389833463059
0.005402480229445284,-0.0002575062818893611
0.005402480430758149,-0.0003068782247627035
0.005402480589025649,-0.0003746462718775593
0.005402480758961818,-0.0004951472876072227
0.005402480894301747,-0.0006332573587544427
0.005402481020467439,-0.0008108421319048968
0.005402481134402773,-0.001069737352735146
0.005402481183082556,-0.001275229817414533
0.005402481233203052,-0.001609289765171796
0.005402481273885849,-0.002034010029210654
0.005402481305149758,-0.002455645017279682
0.005402481336072414,-0.002897110672924213
0.005402481378451199,-0.003491303362692833
0.005402481417398471,-0.004121225446055587
0.005402481459292196,-0.005126735397655364
0.005402481490557583,-0.006230081996829649
0.005402481516024692,-0.007214106742255206
0.005402481530266207,-0.007483251162325925
0.00540248154421434,-0.007062610041961951
0.005402481555915201,-0.006153302703167341
0.005402481566823865,-0.004920046267137221
0.005402481578641328,-0.003257859888278169
0.005402481597634781,-0.0007024848511003754
0.005402481612623011,0.0008351918966928025
0.005402481625023334,0.001716371300371649
0.005402481638311318,0.00232180110408374
0.005402481652671448,0.002687673254123627
0.005402481669330871,0.002890272770255046
0.005402481689972485,0.002996224738498152
0.005402481716457141,0.003039911284260927
0.005402481745115468,0.00321889137249123
0.005402481776660697,0.003755304025817487
0.005402481813525812,0.004830568043439626
0.005402481849147552,0.006368539276292124
0.005402481886228746,0.008530349882892314
0.005402481927156515,0.01163708819304742
0.005402481974556154,0.01628756744039652
0.005402482032661184,0.0237640656771173
0.005402482100413331,0.03545007432280929
0.005402482190165914,0.05738415181375656
0.005402482289678615,0.09464182063462726
0.005402482379162622,0.149091437275846
0.005402482445911278,0.2161280277843447
0.00540248249306847,0.2909214285797426
0.005402482527457187,0.3675838814551128
0.005402482557804925,0.4536160413384075
0.00540248259323025,0.5761411784699192
0.005402482610634541,0.6445529511640331
0.005402482629091211,0.7227374170600714
0.005402482648236591,0.8109024830896321
0.005402482663665065,0.8874451229993142
0.005402482681870087,0.9831295032143529
0.005402482698190028,1.072652333651922
0.005402482712929276,1.15567766097272
0.005402482728044973,1.241989286494365
0.005402482744822881,1.335632939505402
0.005402482759726608,1.411618175117235
0.005402482770272693,1.46013309353892
0.005402482780301967,1.501198630932885
0.005402482793164543,1.546325478775288
0.005402482803546809,1.577345020558345
0.005402482813517561,1.603252061918423
0.005402482824959566,1.628833480286131
0.005402482836933749,1.651471488257875
0.005402482849421353,1.671316542947195
0.00540248286313405,1.689532363374455
0.005402482879425887,1.707354480136693
0.005402482899506237,1.724963649719988
0.005402482920291221,1.739397844822303
0.00540248294181503,1.751313892449252
0.005402482964328656,1.761275469561316
0.005402482990032359,1.770229687347936
0.005402483021044398,1.778335214276036
0.005402483058704889,1.785101588446495
0.005402483103242792,1.789951903173985
0.005402483154697774,1.792894101469104
0.005402483214464911,1.794518918022244
0.005402483286642602,1.795567064885228
0.005402483371974243,1.796587400736916
0.005402483456731138,1.797537358144159
0.00540248358165359,1.798529608624501
0.005402483686597787,1.798951371319604
0.005402483777322377,1.799136852739835
0.005402483879632075,1.799285024518284
0.005402484009767445,1.799436969147239
0.005402484179529745,1.799582310036762
0.005402484382685294,1.799695113215948
0.005402484614091561,1.799774877317768
0.005402484876840597,1.799831756137938
0.005402485168066167,1.799871955484969
0.005402485497795575,1.799901158997824
0.005402485881422925,1.799923755500479
0.005402486341227537,1.799942190123753
0.005402486913702175,1.799958409107728
0.00540248766033895,1.799973885748565
0.005402488493687618,1.799985434567612
0.005402489427002707,1.799993278567861
0.005402490522254633,1.799997769280705
0.005402491741327956,1.799999415915221
0.005402493057758247,1.799999747174806
0.00540249442977683,1.799999770483732
0.005402495982240679,1.799999763722068
0.005402497725219418,1.799999872877038
0.005402499590476014,1.79999990939982
0.005402501738627736,1.799999934249003
0.005402504392573406,1.799999953201218
0.00540250761637091,1.79999996596221
0.005402511594628273,1.799999974096527
0.005402516470024638,1.799999978625024
0.005402522450763317,1.799999980789352
0.005402529771687858,1.799999981700554
0.005402538710046565,1.799999982014256
0.005402549580314447,1.799999981927648
0.005402562750625096,1.799999981921131
0.005402578658833382,1.799999981979783
0.00540259785069134,1.799999982040752
0.005402621081521078,1.799999982074298
0.005402649610887585,1.799999982089408
0.005402684573508084,1.799999982104669
0.00540272475144578,1.799999982154984
0.005402763487879009,1.799999982214022
0.005402798334705161,1.799999982211895
0.0054028398338402,1.799999982197939
0.005402906500611235,1.799999982198437
0.005402960000000001,1.799999982198902
0.005402967953917937,1.79999998220088
0.005402976725270598,1.799999982193599
0.00540298816923712,1.799999982201493
0.005403011057170164,1.799999982198383
0.005403056833036251,1.799999982198838
0.005403148384768425,1.799999982198843
0.005403331488232774,1.799999982198843
0.005403697695161472,1.799999982198843
0.005404430109018869,1.799999982198842
0.005405772589305883,1.799999982198842
0.005407580379142941,1.799999982198842
0.005410213364506479,1.799999982198842
0.005415029849231455,1.799999982198842
0.005423376033505027,1.799999982198842
0.005434528918948138,1.799999982198842
0.005454630755747325,1.799999982198842
0.005476795377873662,1.799999982198842
0.005498960000000001,1.799999982198842
0.005499105586297392,1.799999982198836
0.005499217550916458,1.799999982191364
0.005499273533225992,1.799999982089559
0.005499317863614575,1.799999982015997
0.005499353964151263,1.799999982015396
0.00549938870378887,1.799999981882823
0.005499401360542814,1.799999981562688
0.005499414798989585,1.799999983645463
0.005499419303541292,1.799999988828709
0.005499424425396632,1.800000037471885
0.005499426636076884,1.800000191905723
0.005499428867921844,1.800000946811785
0.005499430965669233,1.800004438530995
0.005499432782888054,1.800016372622292
0.005499434434524411,1.800043333418188
0.005499436071960465,1.800091282792978
0.005499437409053702,1.800163979578183
0.005499438530814017,1.800295791103973
0.005499439032689942,1.800443395181396
0.005499439540898422,1.800728028487925
0.00549943978119972,1.80102507460438
0.005499440025266742,1.801490101566719
0.005499440238274369,1.801847486123807
0.005499440441369981,1.800717714701643
0.005499440598777457,1.795123943606055
0.005499440766689435,1.777158857340517
0.005499440902111325,1.748505005658521
0.005499441028985031,1.704221849007661
0.005499441142001811,1.63895548556478
0.005499441191918477,1.595650314034173
0.005499441243001491,1.532196084009942
0.005499441284164398,1.456960546868647
0.005499441315195567,1.380947241797928
0.005499441345944533,1.284759853304458
0.005499441375894982,1.169417617841175
0.005499441406139196,1.037451101471703
0.005499441431701287,0.9154725554992383
0.005499441466188222,0.7361984774285837
0.005499441513314521,0.469121383782371
0.005499441529223282,0.376534850025289
0.005499441550176789,0.2650244312115585
0.005499441565677836,0.1982430749501113
0.005499441578141394,0.1564204491029136
0.005499441594439775,0.1164019146227691
0.005499441616863388,0.08074030256313426
0.005499441632883834,0.06446483091412425
0.00549944164853425,0.05291624173511314
0.00549944166606753,0.04304063962061695
0.00549944168701678,0.03397235453527201
0.005499441713946896,0.02529502917053696
0.005499441748834188,0.01747557672067607
0.005499441791948228,0.01135331469538692
0.005499441843257963,0.007194880606129692
0.005499441903106649,0.004671586292629426
0.00549944197351806,0.003165830246865881
0.005499442059739778,0.002178751519021829
0.005499442129739449,0.001672251008422702
0.005499442220568622,0.001221378846046967
0.005499442325085455,0.000960092104480234
0.00549944240926463,0.0009701758548063459
0.005499442469096246,0.001200706622893221
0.005499442511139767,0.001595633237086909
0.005499442542918212,0.002044431528304094
0.005499442573313027,0.002519029193233916
0.005499442608489453,0.00296502631984315
0.005499442645581334,0.003281782767859617
0.005499442682764794,0.003546299007446833
0.005499442712184956,0.003707933473485465
0.005499442747159682,0.003774472262666674
0.005499442762705365,0.003661944649552643
0.005499442780102716,0.003283955761331343
0.005499442794239228,0.002787632866614717
0.00549944280779204,0.002259930273420252
0.005499442830274856,0.001535078748973669
0.005499442848231862,0.001156383081485319
0.005499442863978794,0.0009480072786168192
0.005499442881399256,0.000799605548275464
0.005499442901632381,0.0006845124437542179
0.005499442926576473,0.000584290565501228
0.005499442958078731,0.000490810767293082
0.00549944299735065,0.0004032340166676828
0.005499443044734002,0.0003246211395619093
0.005499443099832399,0.0002610942880469442
0.005499443160559793,0.0002196150468142525
0.00549944322549257,0.0001971087818966219
0.005499443299128065,0.0001832193872229211
0.005499443384045002,0.0001711914910368781
0.005499443470118865,0.0001583849407444984
0.005499443571716133,0.0001426708477313343
0.005499443671398018,0.0001291957950528493
0.005499443763264486,0.0001190898602446754
0.005499443866181395,0.000109521941430123
0.005499443994827391,9.891070549768982e-05
0.005499444158279304,8.709630512262899e-05
0.005499444354731358,7.501060792189317e-05
0.005499444581311333,6.32842173231126e-05
0.005499444845390978,5.173324565319246e-05
0.005499445159258372,4.011506569519908e-05
0.005499445536869127,2.836331391817783e-05
0.005499445995790727,1.676356399974112e-05
0.005499446562067588,6.207439752990219e-06
0.005499447275079652,-1.599203388391373e-06
0.005499448187095329,-5.046298571264439e-06
0.005499449239671644,-4.637687581149752e-06
0.005499450500420023,-3.135675870252763e-06
0.005499451617442816,-2.038219871873703e-06
0.00549945270210288,-1.355959929717314e-06
0.005499453874779792,-8.677302813547124e-07
0.005499455177134332,-5.2157909003222e-07
0.005499456676139758,-2.874186672586678e-07
0.00549945844092418,-1.373494929109712e-07
0.00549946044802866,-5.306026624287907e-08
0.005499462801257916,-8.317593857613171e-09
0.005499465657417912,1.32588982174607e-08
0.005499469179756155,2.13598064104732e-08
0.005499473514488592,2.224732163239422e-08
0.005499478829978525,2.018022534275659e-08
0.005499485340220682,1.775934943907834e-08
0.00549949330232052,1.613430599354549e-08
0.005499503009017272,1.540173847688134e-08
0.005499514795569055,1.520649912082033e-08
0.005499529055564369,1.521484027477956e-08
0.005499546265403914,1.526383088209894e-08
0.005499567039813076,1.530794275408322e-08
0.005499592290931958,1.534421683693994e-08
0.00549962344865391,1.537477370675519e-08
0.005499661110104278,1.538821781526147e-08
0.005499701648070527,1.537785934588658e-08
0.005499737742805313,1.538165275626921e-08
0.005499773679813073,1.540852716798533e-08
0.005499822901301193,1.542335121622757e-08
0.005499871450650597,1.542681549915255e-08
0.005499920000000001,1.542519849253014e-08
0.005499927577019467,1.542311798742297e-08
0.005499935645317343,1.542651491940517e-08
0.005499946361043835,1.542030038743072e-08
0.005499967792496819,1.541880746437752e-08
0.005500010655402786,1.540997331761391e-08
0.005500096381214722,1.538775732436901e-08
0.005500267832838592,1.533396237252481e-08
0.005500610736086333,1.522952496613794e-08
0.005501296542581815,1.509928830788894e-08
0.005502,1.505438691578476e-08
0.00550203,1.505463757120834e-08
0.005502060436539806,1.505447450316444e-08
0.005502117606562123,1.505497466022091e-08
0.005502231946606756,1.505640598327896e-08
0.005502267484835149,1.505697193866394e-08
0.005502314805120982,1.505779052468949e-08
0.005502355018027163,1.505853172604871e-08
0.005502392029197145,1.505924227096342e-08
0.005502427663095385,1.505994717635109e-08
0.005502440682586183,1.506021405536003e-08
0.005502454448135359,1.506054011558789e-08
0.005502459051774079,1.506097100153118e-08
0.005502464289305412,1.506321587227934e-08
0.005502466519594865,1.507771344663247e-08
0.005502468781028099,1.514796879486806e-08
0.005502470891794901,1.548906581257096e-08
0.005502472720554407,1.666408714553967e-08
0.005502474372722386,1.837337867151866e-08
0.005502476021191584,1.891574762588249e-08
0.005502477374144917,2.22535850490691e-08
0.005502478497905718,3.715573436438476e-08
0.005502479009944782,7.409987744763951e-08
0.005502479527116074,1.415765080278882e-07
0.005502479770095501,2.935674224401888e-07
0.005502480017216017,4.587492945669337e-07
0.00550248023189666,3.29802678151521e-07
0.005502480433687654,-1.837896863904231e-06
0.005502480590095331,-9.966210533358204e-06
0.005502480756517466,-3.002453638460182e-05
0.005502480890028723,-5.438827841264709e-05
0.005502481015158781,-8.770673563587961e-05
0.005502481091976747,-0.0001247289716214155
0.005502481168220854,-0.0001963604102780501
0.005502481203392667,-0.0002672003738978629
0.005502481238811406,-0.0003813364412767682
0.005502481269482601,-0.0005302786159442186
0.005502481294856793,-0.0006751674862282965
0.005502481324390526,-0.0008398605305383565
0.00550248135512439,-0.000999610961686655
0.005502481383962431,-0.0009706958251427347
0.005502481409208365,-0.0005901094633787573
0.005502481428198886,-6.330201325260706e-05
0.005502481447177059,0.0005410637334901672
0.005502481471788201,0.001133739572399865
0.005502481482552432,0.001153082115963385
0.005502481494711689,0.0007989665294480549
0.005502481505212883,0.0002301280125453542
0.005502481515542499,-0.000342723507648381
0.005502481525814757,-0.0007576604706641514
0.00550248153750066,-0.001002786424365872
0.00550248155013474,-0.001074941766239035
0.005502481563332012,-0.001040032497029234
0.005502481577151831,-0.0009622270115266522
0.005502481592297151,-0.00087073820128727
0.005502481610214391,-0.0007735468066707363
0.005502481631906413,-0.0006762852759955941
0.005502481658766853,-0.0005819095679048754
0.005502481691875576,-0.0004939942671342005
0.005502481731785999,-0.0004143768582914553
0.005502481779906328,-0.0003414643511025071
0.00550248183766734,-0.0002761315244440105
0.005502481905712481,-0.0002228042344056288
0.0055024819833748,-0.0001835303129447998
0.005502482071179309,-0.0001543348067741287
0.005502482139907785,-0.0001375096736881089
0.005502482234580146,-0.0001174307082733804
0.005502482334968001,-9.353411923208454e-05
0.005502482386108756,-7.092354866599991e-05
0.005502482436736049,-3.220635869551168e-05
0.005502482477117551,2.861346641971467e-05
0.005502482505788963,9.091839656213719e-05
0.005502482531251607,0.0001410502235074243
0.005502482562140777,0.0001717861956565935
0.005502482575875708,0.0001585892553389459
0.005502482594722047,-1.563195283471055e-05
0.005502482605494238,-0.0003714053630739961
0.005502482617892491,-0.001267501166422182
0.005502482628471916,-0.002511643821251092
0.005502482638258961,-0.004012596716083365
0.00550248264785991,-0.005749419186001537
0.005502482657673145,-0.007708975922455103
0.005502482665788063,-0.009384941887401889
0.005502482671997157,-0.01067730061032799
0.005502482677248399,-0.01160570760037907
0.005502482682795268,-0.01204465832901929
0.005502482687740087,-0.01167632623553341
0.00550248269025773,-0.01118063672603235
0.005502482691650198,-0.0108270717257584
0.00550248269278531,-0.01048860082701311
0.005502482693761358,-0.01016922267455916
0.005502482695713453,-0.0094681585307787
0.005502482699617642,-0.007916096563955158
0.005502482704951258,-0.005721944020892137
0.005502482710307862,-0.003675528086575845
0.005502482715198684,-0.002081367830508255
0.005502482719995824,-0.0008274863030364617
0.005502482724575579,7.974348325879335e-05
0.005502482729328198,0.0007329547470079729
0.005502482734570562,0.001209473259545641
0.005502482737888386,0.001390914215315244
0.005502482740406987,0.00146934120528186
0.005502482742516428,0.001507426682143244
0.005502482744383759,0.001522884995024888
0.005502482748118421,0.001511872866846564
0.005502482755587745,0.00137024741720849
0.005502482768812736,0.0009391177857181081
0.005502482781190652,0.0005141279202715008
0.005502482793372505,0.0001880910301573989
0.005502482806889456,-4.236104845325172e-05
0.005502482822698712,-0.0001784364965947818
0.005502482841968237,-0.0002252686619206829
0.005502482863120697,-0.000201225058505226
0.005502482885703595,-0.000136994805904809
0.005502482910455205,-4.991975998021599e-05
0.005502482938303612,5.28716497910039e-05
0.005502482970246345,0.0001562964686263561
0.005502483007499175,0.0002433949229976859
0.005502483051706098,0.000304037850065361
0.005502483104746566,0.0003301542262021732
0.005502483161413791,0.000323032324168192
0.005502483210772838,0.0003000161828791589
0.005502483261779384,0.0002714899823319998
0.005502483310309628,0.0002463113713989056
0.005502483384978789,0.0002061127180126391
0.005502483473434905,0.0001668193787586333
0.005502483587577402,0.0001271916296751526
0.005502483684816973,0.0001008180228901277
0.00550248377603669,7.977777086568336e-05
0.005502483880502106,5.98807444270637e-05
0.005502484013221148,4.029944497953706e-05
0.005502484182952459,2.236861976845335e-05
0.005502484379899628,8.646974173843889e-06
0.005502484568663938,5.766620653074022e-07
0.005502484723021357,-3.500327641718956e-06
0.005502484867595391,-6.052842372478548e-06
0.005502485047019524,-8.038535202588251e-06
0.005502485259670536,-9.2460735038202e-06
0.005502485473827468,-9.650072369408251e-06
0.005502485699790267,-9.531503447646852e-06
0.005502485974990937,-8.997215350548013e-06
0.005502486291345123,-8.180175789290001e-06
0.005502486654144306,-7.213096266389664e-06
0.00550248704228755,-6.276797276788433e-06
0.005502487458491935,-5.435670143193548e-06
0.005502487917224442,-4.700051812727261e-06
0.005502488426981222,-4.079099835983346e-06
0.005502488979441935,-3.582009199903839e-06
0.005502489583263773,-3.18492088298858e-06
0.005502490256930527,-2.86136831862956e-06
0.005502491034902054,-2.586871261225507e-06
0.005502491981247383,-2.339000974200293e-06
0.005502493240187112,-2.09161295205927e-06
0.005502494722071915,-1.868033750916418e-06
0.005502496133884109,-1.694310223391899e-06
0.005502497485985401,-1.551306708724642e-06
0.0055024989103899,-1.419232650844929e-06
0.00550250045296168,-1.293538204120927e-06
0.00550250218930514,-1.170088216207303e-06
0.005502504237366034,-1.044924351514634e-06
0.005502506760576034,-9.154137962851814e-07
0.005502510086387373,-7.769919183255601e-07
0.005502514129296099,-6.451329727998121e-07
0.005502518851074971,-5.270845109267469e-07
0.005502524298689641,-4.243121609800077e-07
0.005502529856265665,-3.449051802513049e-07
0.005502535740304721,-2.803231353638719e-07
0.005502542210672845,-2.254961631297631e-07
0.005502549491438593,-1.779194333214052e-07
0.005502557856013132,-1.360575110194796e-07
0.005502567588166209,-9.919042163450424e-08
0.005502579025492426,-6.689075591372676e-08
0.005502592618735085,-3.880101681821068e-08
0.00550260900358832,-1.458548964193441e-08
0.005502628064579978,5.149452355984618e-09
0.005502649907466357,2.078562164076247e-08
0.005502678062921371,3.430687585254273e-08
0.005502713625855907,4.519332390697387e-08
0.005502751429624282,5.235863286614848e-08
0.005502786425542485,5.668057451875162e-08
0.005502824923034496,5.971216860882053e-08
0.005502876570266636,6.232380264688475e-08
0.005502918285133319,6.36727851113342e-08
0.00550296,6.461172601950273e-08
0.005502967053852154,6.472609494336005e-08
0.005502974558538127,6.485085220523296e-08
0.005502984343374586,6.500495125100561e-08
0.005503003913047505,6.528939548187397e-08
0.005503043052393342,6.578336561680143e-08
0.005503121331085017,6.658074888446055e-08
0.005503245755002757,6.758064398177829e-08
0.005503375236010081,6.843850113955116e-08
0.00550351201084592,6.923210512444361e-08
0.005503667609544242,6.999390704004407e-08
0.005503856363238226,7.054330592655182e-08
0.005504094856232078,7.000580125571844e-08
0.005504393434417768,6.560237936902166e-08
0.005504651347606418,5.72679212377241e-08
0.005504875614850256,4.733468486329087e-08
0.005505108118929343,3.680906438720954e-08
0.005505365164091474,2.752506287581821e-08
0.005505651785630525,2.078689850433747e-08
0.00550589923524949,1.735909298678957e-08
0.005506160086416796,1.533710699242007e-08
0.005506461094799579,1.414299846009775e-08
0.005506838716960153,1.358323657964129e-08
0.005507282174692108,1.360071465745727e-08
0.005507816398399113,1.40319469766416e-08
0.005508490788187527,1.475071093813544e-08
0.005509393602681194,1.567042035737911e-08
0.005510723746138092,1.671651339958932e-08
0.005512674512519253,1.767544873527242e-08
0.005514608296215185,1.815870167839563e-08
0.005516759155934894,1.838612893512641e-08
0.005519314656655885,1.846524888397086e-08
0.005522456606436601,1.84704757430094e-08
0.005526684433609534,1.84538154404103e-08
0.005532966853814316,1.843937372938792e-08
0.00554214184605858,1.843505501101942e-08
0.005555070427481763,1.843568779060002e-08
0.005572828983179865,1.843643879615035e-08
0.00559896,1.843657747488794e-08
0.005599110680589327,1.843655264342704e-08
0.005599225242086209,1.843656066857804e-08
0.005599282522834649,1.843656235756324e-08
0.00559932525540911,1.843656358966952e-08
0.005599361233693496,1.84365642588123e-08
0.005599383303957513,1.843656465108324e-08
0.005599405297842587,1.843656494958612e-08
0.005599412868239164,1.843656545822659e-08
0.005599421136186294,1.843656883034745e-08
0.005599422749926099,1.843661734619416e-08
0.005599425535062051,1.843667176433006e-08
0.005599428551076642,1.843725538564676e-08
0.005599430686312302,1.844232162758928e-08
0.005599432535042521,1.846013515913094e-08
0.005599434199395476,1.847759800891544e-08
0.005599435885331807,1.845460969232316e-08
0.005599437285803767,1.85142158993555e-08
0.005599438416351389,1.885785072373661e-08
0.00559943895412512,2.010620520132617e-08
0.00559943949406915,2.177555214244377e-08
0.005599439743760156,3.140225526770503e-08
0.005599439998497427,3.414869852485445e-08
0.005599440217558579,1.313179168972514e-08
0.00559944041693431,-1.783364396724499e-07
0.005599440576827627,-9.34637351748449e-07
0.005599440750495368,-2.583633353225573e-06
0.005599440886270717,-4.377804031114201e-06
0.005599441010982273,-7.677283813290389e-06
0.005599441124344949,-1.83195538622492e-05
0.005599441170495191,-3.583352395464406e-05
0.005599441218376283,-6.552301522677872e-05
0.005599441256471186,-9.349630317792875e-05
0.005599441283332574,-0.0001187960162260572
0.005599441309168857,-0.000144975843136414
0.005599441357481708,-0.0001904629876939576
0.00559944140360417,-0.0003182090176102385
0.005599441447250122,-0.0006215207419425413
0.005599441483935186,-0.0005142076843081473
0.005599441494497934,-0.0004342423529611653
0.005599441506420716,-0.0002721378513942876
0.005599441517459045,-8.020746223305612e-05
0.005599441529058508,9.985279447701017e-05
0.005599441541757928,0.0002302686341463013
0.005599441554279759,0.000289282901966528
0.005599441566736946,0.0002999113124357856
0.005599441580633103,0.0002842008758817153
0.005599441597325873,0.0002544694151406715
0.005599441618291622,0.0002194267404790382
0.005599441644670906,0.0001858495532689276
0.0055994416765343,0.0001581790452826272
0.005599441714278642,0.0001369387223815853
0.005599441759155753,0.0001198958109617702
0.005599441813296858,0.0001048950756045108
0.005599441878139809,9.014510809118547e-05
0.005599441952728769,7.570516452713095e-05
0.005599442038782542,6.384634822834141e-05
0.005599442108447246,5.909542842473499e-05
0.005599442183108952,5.974658679538218e-05
0.005599442290081171,7.533121002365736e-05
0.005599442351894918,0.0001060947516275382
0.005599442412950947,0.0001652171016719016
0.00559944244581518,0.0002213336711891491
0.005599442478545114,0.0003100291395550076
0.005599442506414652,0.0004253351087925168
0.00559944253228104,0.0005598543754352274
0.005599442567028366,0.0007692822113044504
0.00559944261309253,0.001072208449563265
0.005599442651263689,0.001339326690666423
0.005599442686532451,0.001527335230018851
0.005599442719457171,0.001456376928421118
0.005599442730529848,0.001338939014741664
0.005599442742333749,0.001136932269456416
0.005599442753425859,0.0009063274238016816
0.00559944276793427,0.0006341717097828188
0.005599442782870612,0.0004383079108315816
0.005599442795574009,0.0003368202211825731
0.005599442809210545,0.0002703054277708839
0.005599442825590768,0.0002195930785758899
0.005599442846260464,0.000175958534701376
0.005599442872859661,0.0001356886720206913
0.005599442905683984,9.989426250461718e-05
0.005599442944613248,6.943040928784518e-05
0.005599442990452646,4.306192122499351e-05
0.005599443045175665,1.969436041523407e-05
0.005599443109448118,1.928331614399361e-06
0.005599443178420784,-6.141591387715151e-06
0.005599443249537695,-7.241069245993883e-06
0.005599443331343812,-6.116756927890341e-06
0.005599443412828419,-5.258565504459895e-06
0.0055994435026513,-5.612204606758399e-06
0.005599443594285443,-6.418375909990285e-06
0.005599443686817251,-6.803627325627209e-06
0.005599443780574847,-6.777140233537341e-06
0.005599443889315007,-6.586155796570308e-06
0.005599444025967414,-6.353910025349671e-06
0.005599444195684747,-6.070339003590478e-06
0.005599444396485305,-5.716709148873754e-06
0.005599444629256051,-5.296591103385186e-06
0.005599444902485389,-4.81529008628987e-06
0.005599445228110312,-4.275637498768407e-06
0.005599445620228961,-3.683578007658233e-06
0.005599446097795779,-3.051029869153652e-06
0.005599446689329509,-2.396506275271994e-06
0.005599447437214395,-1.748898491323018e-06
0.005599448394483465,-1.15403255920614e-06
0.005599449478123839,-7.154713012280024e-07
0.005599450806039171,-3.926992529598518e-07
0.005599452336199522,-1.923593996532986e-07
0.00559945367209005,-1.03800709227861e-07
